topic slug	topic title	topic type	wikipedia link	link audited	approval status	review note	comments
borrowdale	Borrowdale	individual ship	https://en.wikipedia.org/wiki/Borrowdale_(1785_ship)	yes	approved	Phase 2: Article identifies the 1785 merchant storeship of the First Fleet, matching the collier-hull stores voyage context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-01-26_T19-02-42_the-story-of-the-first-fleet-founding-of-australia_WB_FetpRrHU.json #borrowdale-storeship-and-scurvy-return. Phase 2 independent review by audit_batch3; article revision 1344621599. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #borrowdale.
boshiro-hosogaya	Boshiro Hosogaya	person	https://en.wikipedia.org/wiki/Boshir%C5%8D_Hosogaya	yes	approved	Phase 2: The biography explicitly describes Hosogaya's Komandorski force and withdrawal after misreading shell splashes, matching the authored admiral.	Phase 2 independent review by audit_batch2; article revision 1358212610. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #boshiro-hosogaya.
bouclier-class-destroyers	Bouclier Class Destroyers	ship class	https://en.wikipedia.org/wiki/Bouclier-class_destroyer	yes	approved	Phase 2: Article identifies the twelve early-twentieth-century French destroyers, matching the Bouclier machinery and armament context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2026-05-19_T18-30-06_jeune-ecole-batch-2-the-french-destroyers-up-to-wwi_QYHtbPiZJBE.json#bouclier-era-convergence-with-contemporaries. Additional context references: 1. Phase 2 independent review by audit_batch4; article revision 1326781220. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #bouclier-class-destroyers.
boudicca	Boudicca	person	https://en.wikipedia.org/wiki/Boudica	yes	approved	Phase 2: Article identifies Iceni queen Boudica and her AD 60-61 uprising against Rome, matching the historical-person and Roman Britain contexts.	Phase 2 independent review by audit_batch3; article revision 1373437535. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #boudicca.
bourrasque-class-destroyers	Bourrasque Class Destroyers	ship class	https://en.wikipedia.org/wiki/Bourrasque-class_destroyer	yes	approved	Phase 2: Article identifies the twelve French interwar torpilleurs smaller than Chacal, matching the authored fleet-design and transferred-destroyer contexts.	Phase 2 independent review by audit_batch5; article revision 1327261469. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #bourrasque-class-destroyers.
bouvines-class-coastal-defence-ships	Bouvines Class Coastal Defence Ships	ship class	https://en.wikipedia.org/wiki/Bouvines-class_ironclad	yes	approved	Phase 2: The article identifies the pair of 1890s French coastal-defence ironclads, matching the authored Bouvines armor discussion.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2021-07-22_T17-30-38_patreon-29-coastal-defence-ships_KZw-mW9SnOM.json #qa-bouvines-armor-type. Phase 2 independent review by audit_batch6; article revision 1373928896. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #bouvines-class-coastal-defence-ships.
boxer-class-landing-ships-tank	Boxer Class Landing Ships Tank	ship class	https://en.wikipedia.org/wiki/LST_Mk.1	yes	approved	Phase 2: The LST Mk.1 article has a substantive Boxer-class section covering the three purpose-built ships, high speed, long ramp and complexity in the authored context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2020-05-03_T01-00-11_a-question-of-getting-them-there-landing-ships-and-amphibious-warfare-part-2-iii_EXmWDQ0MOJo.json#boxer-class-speed-draft-and-capability-tradeoffs. Additional context references: 1. Phase 2 independent review by audit_batch0; article revision 1364495970. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #boxer-class-landing-ships-tank.
boyarin-cruiser	Boyarin Cruiser	individual ship	https://en.wikipedia.org/wiki/Russian_cruiser_Boyarin	yes	approved	Phase 2: Article identifies the Russian protected cruiser lost to a mine near Port Arthur in 1904, matching the Russo-Japanese campaign context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-11-10_T19-00-04_asahi-1899-cornerstone-of-the-six-six-pland-key-ships-series-6-ship-8_AI80EYIRcYk.json #port-arthur-command-and-mines. Phase 2 independent review by audit_batch4; article revision 1327313886. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #boyarin-cruiser.
boys-anti-tank-rifle	Boys Anti-Tank Rifle	specific weapon system	https://en.wikipedia.org/wiki/Boys_anti-tank_rifle	yes	approved	Phase 2: The article identifies the British .55-inch Boys anti-tank rifle, matching the registry and Home Guard armament context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2025-04-27_T18-31-23_bruships-191-naval-history-questions-answered-live_sTeO82AIGQ8.json #home-guard-armoured-train-improvised-defence. Phase 2 independent review by audit_batch1; article revision 1359606963. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #boys-anti-tank-rifle.
brahmaputra-class-frigates	Brahmaputra Class Frigates	ship class	https://en.wikipedia.org/wiki/Brahmaputra-class_frigate	yes	approved	Phase 2: The article identifies India's Type 16A guided-missile frigates, consistent with the Indian Barak installation context.	Phase 2 independent review by audit_batch1; article revision 1363343363. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #brahmaputra-class-frigates.
brahmos-missile	BrahMos Missile	specific weapon system	https://en.wikipedia.org/wiki/BrahMos	yes	approved	Phase 2: The article identifies the joint Indian-Russian BrahMos supersonic missile family for multiple launch platforms, matching registry and authored anti-ship contexts.	Phase 2 independent review by audit_batch2; article revision 1374185063. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #brahmos-missile.
bramble-class-gunboats-1886	Bramble Class Gunboats (1886)	ship class	https://en.wikipedia.org/wiki/Bramble-class_gunboat_%281886%29	yes	approved	Phase 2: The article identifies the Royal Navy Bramble gunboats built in 1886, matching the explicit dated class and Rattler service context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2024-01-04_T19-03-58_patreon-93-old-crocks-at-war-how-useful-to-wwi-were-the-old-ships-brought-out-of-reserve_llA_X0V50mw.json #bramble-gunboats-global-service. Additional context references: 1. Phase 2 independent review by audit_batch2; article revision 1365542866. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #bramble-class-gunboats-1886.
bramble-class-gunboats-1898	Bramble Class Gunboats (1898)	ship class	https://en.wikipedia.org/wiki/Bramble-class_gunboat_(1898)	yes	approved	Phase 2: Article identifies the four late-Victorian Bramble gunboats, matching the explicitly dated 1898 class and Dwarf context.	Phase 2 independent review by audit_batch3; article revision 1340765053. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #bramble-class-gunboats-1898.
brandenburg-class-pre-dreadnought-battleships-1891	Brandenburg Class Pre-Dreadnought Battleships (1891)	ship class	https://en.wikipedia.org/wiki/Brandenburg-class_battleship	yes	approved	Phase 2: Article identifies the four Imperial German pre-dreadnoughts, matching the six-gun Brandenburg construction programme.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2020-12-29_T06-00-01_naval-defence-act-of-1889-long-patrol-part-1-context_E4_Leu_NUJc.json#brandenburg-class-industrial-statement. Additional context references: 1. Phase 2 independent review by audit_batch4; article revision 1370143697. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #brandenburg-class-pre-dreadnought-battleships-1891.
brandtaucher-submarine	Brandtaucher Submarine	individual ship	https://en.wikipedia.org/wiki/Brandtaucher	yes	approved	Phase 2: Article concerns Wilhelm Bauer's 1850 submarine built at Kiel, matching the early human-powered submarine example in authored context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-03-08_T20-30-25_the-submarine-century-how-submarines-evolved-over-the-20th-century_yzwKtxkoUvY.json #early-submarines-from-turtle-to-hunley. Phase 2 independent review by audit_batch5; article revision 1366241838. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #brandtaucher-submarine.
branlebas-class-destroyers	Branlebas Class Destroyers	ship class	https://en.wikipedia.org/wiki/Branlebas-class_destroyer	yes	approved	Phase 2: Article identifies the ten early-twentieth-century French destroyers, matching the authored small-destroyer production and design lineage.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2026-05-19_T18-30-06_jeune-ecole-batch-2-the-french-destroyers-up-to-wwi_QYHtbPiZJBE.json #claymore-branlebas-and-jeune-ecole-legacy. Additional context references: 1. Phase 2 independent review by audit_batch5; article revision 1373932612. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #branlebas-class-destroyers.
braunschweig-class-battleships	Braunschweig Class Battleships	ship class	https://en.wikipedia.org/wiki/Braunschweig-class_battleship	yes	approved	Phase 2: The article identifies the five German early-twentieth-century predreadnought battleships, matching the authored Jutland battle-line discussion.	Phase 2 independent review by audit_batch6; article revision 1367592465. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #braunschweig-class-battleships.
braunschweig-class-corvettes	Braunschweig Class Corvettes	ship class	https://en.wikipedia.org/wiki/Braunschweig-class_corvette	yes	approved	Phase 2: Article identifies Germany's K130 Braunschweig corvettes, matching the F125 and patrol-vessel comparisons.	Phase 2 independent review by audit_batch0; article revision 1372202084. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #braunschweig-class-corvettes.
brave-class-fast-attack-craft	Brave Class Fast Attack Craft	ship class	https://en.wikipedia.org/wiki/Brave-class_patrol_boat	yes	approved	Phase 2: The article concerns the Royal Navy's pair of gas-turbine fast torpedo boats, matching the small postwar Brave programme.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-10-05_T18-03-17_how-and-why-during-wwii-motor-torpedo-boats-mtbs-became-motor-gun-boats-mgbs-pacific-theatre_X6f6bM5vko8.json #dark-gay-and-brave-class-fast-boat-lineage. Additional context references: 1. Phase 2 independent review by audit_batch1; article revision 1341912096. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #brave-class-fast-attack-craft.
braxton-bragg	Braxton Bragg	person	https://en.wikipedia.org/wiki/Braxton_Bragg	yes	approved	Phase 2: Biography identifies the Confederate commander in the Western Theater, matching the 1862 command and Shiloh contexts.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2020-12-09_T12-00-02_four-random-books-15-civil-war_9u61SFg2m8k.json#terrible-swift-sword-1862-decision-point. Phase 2 independent review by audit_batch4; article revision 1374586661. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #braxton-bragg.
brazilian-battleship-riachuelo	Brazilian Battleship Riachuelo	individual ship	https://en.wikipedia.org/wiki/Brazilian_battleship_Riachuelo_(1914)	yes	approved	Phase 2: The article describes the unbuilt Brazilian 1913-1914 Project 781 with eight 381mm guns, matching the authored proposal rather than the older ironclad namesake.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2021-10-02_T14-00-38_dreadnoughts-that-almost-were-of-the-wwi-era_V1K0bKZfWqI.json #brazilian-riachuelo-battleship-design. Phase 2 independent review by audit_batch6; article revision 1364592526. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #brazilian-battleship-riachuelo.
brederode	Brederode	individual ship	https://en.wikipedia.org/wiki/Dutch_ship_Brederode_(1644)	yes	approved	Phase 2: Article identifies the First Anglo-Dutch War Dutch flagship, matching De With's fleet-command context.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2021-10-08_T12-00-07_battle-of-kentish-knock-long-patrol_HL89b_h2a_s.json #de-withs-flagship-problem. Additional context references: 1. Phase 2 independent review by audit_batch0; article revision 1327733487. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #brederode.
bremen-class-frigates	Bremen Class Frigates	ship class	https://en.wikipedia.org/wiki/Bremen-class_frigate	yes	approved	Phase 2: The article identifies German F122 Bremen frigates and their replacement by F125, matching the authored German frigate comparison.	Phase 2 independent review by audit_batch2; article revision 1373821907. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #bremen-class-frigates.
bremse	Bremse	individual ship	https://en.wikipedia.org/wiki/German_training_ship_Bremse	yes	approved	Phase 2: The article identifies the diesel artillery-training ship later used as an escort, matching the 1932 Bremse engineering examples.	Phase 1 research, 2026-09-13. Authored context: src/derived/video-segments/2023-03-30_T18-15-37_patreon-bonus-reichsmarine-and-kreigsmarine-eschews-steam-and-goes-all-diesel-electric-propulsio_SaoUuy6I0eg.json #bremse-proof-of-diesel-feasibility. Additional context references: 1. Supporting or alternative sources: https://en.wikipedia.org/wiki/Bremse_(ship). Phase 2 independent review by audit_batch1; article revision 1326888885. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #bremse.
bren-gun	Bren Gun	specific weapon system	https://en.wikipedia.org/wiki/Bren_light_machine_gun	yes	approved	Phase 2: Article identifies the British Bren light machine-gun series and Czech design ancestry, matching the firearms engineering context.	Phase 2 independent review by audit_batch3; article revision 1373880448. Detailed evidence: 2026-09-12_T20-06-02-0500_topic-wikipedia-links-phase2-evidence.json #bren-gun.
